X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,X,Y,Z,Flex1,Flex2,Flex3,Flex4,Flex5,Label
8.94,2.16,4.31,1152,1280,110,0,1395,-6.86,1.84,8,961,1106,1630,1068,468,CAR
8.59,2.31,5.49,1157,1279,112,0,1394,-6.98,1.69,7.57,949,1107,1635,1058,473,CAR
8.24,2.39,6.86,1153,1287,112,0,1383,-6.28,1.57,8.08,962,1117,1648,1065,475,CAR
7.69,2.2,7.61,1175,1306,115,0,1380,-6.83,1.22,8.63,987,1126,1632,1069,474,CAR
6.94,1.57,8.59,1171,1281,114,0,1395,-6.55,0.94,8.67,980,1154,1643,1070,475,CAR
5.92,1.77,9.06,1163,1267,112,0,1382,-7.02,0.47,9.22,976,1159,1639,1059,477,CAR
4.98,1.37,9.73,1174,1289,114,0,1379,-6.39,0.08,9.18,976,1173,1643,1079,471,CAR
4.67,0.08,10.16,1154,1299,122,0,1382,-6.32,-0.24,9.61,993,1168,1646,1080,470,CAR
4.35,0.27,10.08,1173,1284,126,0,1375,-6.35,-1.06,9.53,980,1190,1660,1072,478,CAR
3.8,-0.9,10.43,1155,1265,112,0,1382,-6.04,-1.33,9.89,976,1200,1648,1062,475,CAR
3.37,-1.1,10.43,1154,1282,123,0,1376,-5.37,-1.88,9.89,973,1205,1648,1072,474,CAR
3.3,-1.69,10.55,1164,1281,122,0,1392,-5.22,-2.39,9.77,988,1214,1667,1079,476,CAR
3.96,-1.53,11.18,1167,1274,119,0,1377,-5.02,-2.86,9.53,982,1230,1681,1075,475,CAR
3.22,-1.84,10.12,1168,1278,128,0,1377,-5.22,-3.06,9.45,976,1241,1671,1077,478,CAR
3.45,-2.12,10.12,1174,1296,128,0,1383,-4.59,-3.41,9.18,978,1264,1671,1083,478,CAR
3.06,-2.55,10.04,1152,1263,127,0,1392,-5.49,-3.73,10.94,976,1282,1666,1098,476,CAR
3.84,-3.22,10.2,1151,1291,125,0,1378,-4.59,-3.88,8.51,961,1289,1675,1082,479,CAR
3.77,-3.96,9.77,1149,1296,126,0,1375,-4.28,-4.04,9.57,977,1285,1669,1087,478,CAR
3.37,-4.12,9.61,1168,1280,119,0,1378,-3.88,-5.1,9.53,989,1296,1670,1087,475,CAR
3.33,-4.24,9.41,1151,1280,130,0,1374,-3.84,-4.82,9.22,983,1296,1683,1103,478,CAR
3.22,-4.04,9.77,1152,1289,126,0,1407,-3.88,-5.02,9.18,986,1271,1675,1104,481,CAR
3.33,-4.04,9.65,1167,1271,127,0,1399,-3.8,-4.86,9.26,994,1287,1680,1090,478,CAR
3.53,-4.04,9.61,1172,1282,134,0,1385,-3.77,-4.79,9.22,993,1299,1680,1102,483,CAR
3.57,-4.08,9.69,1158,1297,134,0,1378,-4,-4.86,9.22,992,1291,1680,1103,482,CAR
3.69,-3.96,9.81,1152,1285,128,0,1392,-3.69,-4.98,9.02,988,1296,1669,1107,482,CAR
4.12,-4.08,10.04,1154,1297,127,0,1387,-4.12,-4.79,9.22,992,1296,1675,1115,482,CAR
3.77,-2.67,9.61,1149,1277,125,0,1392,-4,-4.94,9.1,991,1299,1680,1104,481,CAR
3.88,-2.59,10.08,1159,1286,128,0,1377,-4.04,-4.82,9.14,999,1292,1665,1104,481,CAR
4.35,-2.35,10.47,1168,1279,119,0,1397,-4.35,-4.94,9.18,993,1303,1687,1106,479,CAR
4.31,-2.16,10.47,1152,1282,122,0,1375,-4.39,-4.98,9.45,993,1289,1666,1095,480,CAR
4.51,-1.84,10.04,1158,1286,127,0,1374,-4.75,-4.63,9.49,995,1296,1681,1097,476,CAR
4.79,-1.37,10.36,1168,1277,128,0,1399,-4.9,-4.47,9.41,994,1287,1673,1091,479,CAR
4.59,-1.33,10,1160,1278,128,0,1391,-5.22,-4.16,9.26,988,1280,1683,1102,482,CAR
5.14,-0.08,9.53,1159,1298,122,0,1376,-4.98,-3.65,9.3,979,1290,1680,1104,479,CAR
5.53,0.75,9.22,1152,1286,128,0,1386,-5.69,-3.22,9.02,983,1300,1679,1119,483,CAR
6.2,0.98,8.98,1173,1269,118,0,1392,-5.45,-2.51,9.06,985,1293,1669,1101,481,CAR
6.12,1.61,8.43,1158,1307,119,0,1381,-5.77,-2.51,8.87,960,1279,1665,1100,480,CAR
5.73,2.35,8.36,1170,1295,119,0,1395,-6.28,-2.16,8.55,973,1267,1675,1103,480,CAR
6,2.9,8.24,1153,1295,114,0,1403,-6.2,-1.53,8.59,975,1267,1666,1098,479,CAR
6.71,2.79,7.73,1157,1277,117,0,1376,-6.63,-0.98,8.71,971,1254,1666,1103,478,CAR
6.24,3.33,6.9,1154,1293,111,0,1392,-6.71,0.31,8.75,958,1244,1652,1104,475,CAR
6.43,3.02,5.73,1154,1296,112,0,1383,-6.55,1.29,8.87,965,1223,1650,1102,475,CAR
8.16,3.3,5.96,1158,1274,105,0,1399,-6.35,1.18,8.9,963,1200,1640,1091,478,CAR
8.16,3.26,5.61,1155,1299,112,0,1380,-5.92,1.57,8.63,957,1161,1613,1086,477,CAR
9.06,2.86,4.9,1153,1303,102,0,1378,-6.63,2,8.79,951,1133,1607,1081,475,CAR
9.02,1.61,3.26,1168,1274,103,0,1406,-5.96,2.51,9.53,947,1110,1590,1077,475,CAR
10.24,1.92,2.86,1152,1296,104,0,1394,-4.98,2.59,9.77,956,1104,1589,1070,471,CAR
10.79,1.65,2.63,1152,1297,111,0,1384,-4.51,2.55,9.73,943,1103,1581,1066,465,CAR
10.75,1.8,2.24,1159,1283,101,0,1390,-3.18,2.51,9.81,948,1104,1571,1035,464,CAR
10.94,1.69,2.67,1163,1276,106,0,1398,-1.69,2.35,9.92,950,1122,1591,1034,463,CAR
11.18,1.96,2.67,1169,1299,102,0,1377,-1.37,2.86,9.45,958,1125,1584,1039,464,CAR
10.98,2.71,3.26,1161,1286,105,0,1382,-2.28,2.67,9.53,962,1138,1598,1056,466,CAR
10.28,2.67,3.14,1149,1289,105,0,1383,-5.57,2.47,8.79,965,1151,1585,1043,469,CAR
9.26,4.12,3.49,1173,1293,100,0,1405,-6.39,2.94,7.69,967,1127,1593,1053,467,CAR
9.81,3.61,3.88,1179,1270,109,0,1408,-8.32,2.79,6.71,976,1136,1601,1059,471,CAR
7.92,4.28,5.41,1172,1299,99,0,1373,-8.75,2.28,6.04,987,1136,1600,1059,472,CAR
5.77,4.31,6.47,1158,1290,100,0,1392,-9.26,1.88,5.1,981,1150,1599,1059,469,CAR
4.63,4.2,6.2,1168,1282,100,0,1389,-10.16,2.12,3.96,977,1136,1611,1040,469,CAR
3.96,4.16,6.04,1159,1279,101,0,1401,-10.59,1.57,3.92,994,1123,1589,1057,467,CAR
4.43,4.16,5.33,1169,1267,108,0,1383,-10.47,1.49,4.2,983,1139,1603,1057,471,CAR
6.94,4.2,4.2,1155,1305,128,0,1380,-10.87,1.61,4.79,982,1127,1613,1060,467,CAR
7.65,3.69,3.92,1166,1299,110,0,1379,-10.04,2.08,5.61,996,1137,1617,1047,469,CAR
9.18,3.92,2.59,1151,1279,103,0,1381,-8.55,2.63,5.84,975,1131,1598,1056,475,CAR
10.08,2.75,1.49,1163,1298,108,0,1386,-7.77,2.75,6.16,989,1135,1614,1049,475,CAR
10.98,2.79,0.31,1178,1281,107,0,1401,-6.83,2.35,6.63,977,1135,1597,1067,478,CAR
11.57,2.39,0.27,1185,1277,107,0,1377,-5.22,2.47,7.49,989,1135,1594,1061,474,CAR
11.53,2.16,0.94,1169,1294,107,0,1385,-4,2.75,7.73,974,1134,1595,1056,474,CAR
11.06,2.16,1.02,1154,1280,105,0,1385,-4.35,2.94,7.49,986,1134,1602,1051,469,CAR
10.71,2.51,0.51,1163,1277,107,0,1385,-6.12,3.26,7.45,976,1136,1607,1050,469,CAR
10.16,2.71,1.92,1148,1311,105,0,1375,-7.3,2.75,7.49,985,1136,1615,1059,470,CAR
11.02,2.82,2.67,1162,1281,102,0,1392,-7.37,2.79,7.34,981,1139,1601,1045,470,CAR
8.39,4,3.53,1174,1280,107,0,1393,-8.04,2.31,6.35,975,1135,1607,1043,471,CAR
7.34,4.35,4.82,1155,1299,112,0,1376,-9.02,2.28,5.22,979,1136,1595,1054,474,CAR
6.35,4.59,5.14,1174,1279,107,0,1383,-9.3,2.35,4.51,975,1134,1599,1056,476,CAR
5.96,4.82,5.06,1158,1281,105,0,1394,-9.89,2.12,3.37,970,1129,1613,1057,474,CAR
5.06,4.24,5.53,1164,1296,109,0,1375,-10.94,2.08,3.57,971,1131,1595,1059,474,CAR
5.65,4.94,5.49,1155,1296,102,0,1394,-10.9,1.57,4.28,985,1141,1600,1045,474,CAR
7.34,4.63,4.75,1159,1293,102,0,1375,-10.79,2.24,4.67,976,1139,1599,1050,469,CAR
8.43,3.96,4.08,1172,1279,111,0,1392,-10.2,1.88,5.53,980,1136,1600,1060,470,CAR
9.69,3.84,2.24,1160,1305,110,0,1379,-8.43,2.35,6.43,987,1139,1602,1054,474,CAR
9.49,4.04,1.41,1173,1293,103,0,1398,-6.9,2.43,7.14,985,1134,1614,1057,473,CAR
10.83,3.06,0.55,1155,1299,103,0,1378,-6.35,2.43,7.65,986,1131,1604,1045,474,CAR
11.61,2.94,0.94,1168,1297,109,0,1402,-4.55,2.28,8.28,982,1134,1604,1050,477,CAR
12.04,3.02,1.29,1183,1276,107,0,1393,-3.73,2.51,7.77,987,1131,1613,1042,478,CAR
11.41,3.37,1.73,1173,1269,111,0,1380,-4.31,2.67,7.37,986,1135,1600,1057,475,CAR
10.4,3.8,1.73,1153,1279,105,0,1383,-5.18,2.75,6.79,978,1129,1595,1046,475,CAR
9.73,3.69,2.79,1169,1281,108,0,1379,-7.77,2.35,6.67,991,1141,1607,1063,470,CAR
7.53,3.96,3.84,1155,1283,110,0,1374,-9.14,2,5.61,991,1123,1598,1046,466,CAR
5.65,4.39,3.69,1170,1283,105,0,1401,-9.85,1.73,6.83,990,1138,1607,1046,466,CAR
5.3,4.39,3.88,1161,1278,109,0,1385,-10.16,1.06,7.18,994,1136,1602,1062,464,CAR
6.43,4.75,4.16,1162,1293,104,0,1381,-8.79,1.29,6.16,987,1133,1610,1050,473,CAR
7.06,4.82,4.86,1152,1290,111,0,1392,-7.81,1.33,5.92,976,1136,1597,1056,474,CAR
6.9,5.37,5.1,1161,1296,110,0,1399,-7.61,1.49,6.2,975,1143,1614,1047,471,CAR
6.98,5.3,5.45,1154,1281,110,0,1379,-7.73,1.49,6.63,966,1146,1602,1070,473,CAR
6.86,4.79,5.84,1146,1293,113,0,1372,-7.22,1.37,7.18,970,1161,1606,1052,470,CAR
6.9,5.1,6.16,1178,1286,109,0,1376,-7.02,1.49,7.41,958,1189,1607,1057,473,CAR
6.79,4.82,6.59,1179,1285,122,0,1398,-7.02,1.61,8,965,1187,1611,1071,469,CAR
6.94,3.84,7.77,1175,1271,112,0,1382,-7.02,1.14,8.55,969,1194,1613,1072,470,CAR
6.04,3.73,7.69,1163,1299,112,0,1382,-7.14,0.63,8.32,972,1206,1626,1077,475,CAR
6.28,2.51,8.83,1168,1279,122,0,1386,-6.94,0.51,8.83,975,1213,1627,1072,477,CAR
6.04,2.04,9.14,1168,1280,112,0,1375,-6.35,-0.2,8.98,975,1217,1641,1077,479,CAR
5.45,1.41,9.53,1169,1299,119,0,1381,-6.2,-0.47,9.22,988,1230,1638,1077,479,CAR
5.33,0.82,9.69,1157,1275,128,0,1375,-6,-0.9,9.3,976,1241,1630,1071,482,CAR
5.41,0.04,10.32,1155,1283,122,0,1389,-5.92,-1.37,9.02,978,1237,1642,1071,481,CAR
5.06,-0.24,10.16,1150,1291,129,0,1392,-5.77,-1.96,9.14,976,1253,1657,1088,480,CAR
4,-0.78,10.12,1154,1290,125,0,1387,-5.73,-2.43,9.41,981,1265,1655,1087,478,CAR
4,-1.18,10.04,1168,1285,130,0,1392,-5.26,-2.86,9.53,990,1264,1649,1095,477,CAR
3.73,-1.45,9.89,1162,1280,125,0,1379,-4.86,-2.94,9.38,978,1277,1651,1090,479,CAR
4.43,-1.69,10.43,1163,1285,128,0,1397,-4.71,-3.57,9.18,976,1290,1675,1085,482,CAR
3.84,-2,9.96,1163,1279,128,0,1403,-4.94,-3.77,9.89,979,1296,1664,1087,480,CAR
4.39,-2.43,10.12,1155,1306,131,0,1377,-4.47,-3.73,8.28,988,1300,1667,1088,481,CAR
3.57,-2.82,10.2,1161,1299,133,0,1371,-4.47,-4.39,9.85,983,1292,1661,1091,486,CAR
2.98,-2.9,10.04,1119,1285,126,0,1371,-4.31,-4.82,8.98,997,1308,1679,1098,483,CAR
3.3,-3.06,10,1152,1300,129,0,1379,-4.04,-4.82,9.1,1000,1309,1665,1099,485,CAR
3.22,-3.41,9.85,1152,1301,128,0,1377,-4.2,-4.86,8.98,986,1311,1677,1088,484,CAR
2.98,-3.61,9.96,1153,1291,134,0,1402,-3.73,-5.02,9.02,977,1308,1663,1100,482,CAR
3.14,-3.41,10,1151,1317,126,0,1376,-3.84,-5.02,8.98,991,1307,1677,1097,484,CAR
3.14,-3.45,9.92,1174,1277,124,0,1371,-3.88,-4.98,9.06,1003,1296,1683,1092,481,CAR
3.06,-3.41,9.96,1158,1297,128,0,1377,-3.84,-4.98,9.02,992,1297,1667,1104,484,CAR
3.84,-3.57,10.12,1158,1306,128,0,1373,-3.84,-5.06,9.02,1005,1312,1680,1094,483,CAR
3.65,-2.67,10.2,1158,1273,128,0,1379,-4,-5.14,9.1,990,1307,1680,1103,485,CAR
4.04,-2.08,9.96,1165,1299,128,0,1381,-4.55,-4.59,9.1,982,1296,1678,1104,485,CAR
4.47,-2.12,10,1152,1290,122,0,1398,-4.55,-4.35,8.94,1004,1296,1674,1100,484,CAR
3.96,-1.77,10,1172,1285,131,0,1377,-4.47,-4.39,9.02,995,1303,1681,1104,485,CAR
4.59,-1.57,10.47,1171,1280,128,0,1377,-4.59,-4.35,9.69,958,1303,1652,1104,487,CAR
4.9,-0.94,10.12,1169,1286,121,0,1399,-4.98,-4.16,9.45,981,1286,1670,1098,481,CAR
4.75,-0.51,10.04,1163,1276,115,0,1391,-5.41,-3.96,9.34,987,1274,1667,1093,482,CAR
4.86,0.04,9.45,1155,1280,121,0,1382,-6.04,-3.49,8.87,986,1264,1656,1094,485,CAR
5.73,0.86,9.57,1146,1280,119,0,1397,-7.3,-3.33,8.08,976,1253,1665,1101,484,CAR
6.75,1.22,9.14,1168,1280,113,0,1393,-7.77,-2.9,7.65,992,1255,1666,1097,485,CAR
6.28,1.26,8.04,1171,1282,123,0,1406,-7.49,-2.59,7.92,941,1232,1674,1088,485,CAR
7.53,1.61,6.75,1158,1295,115,0,1387,-7.65,-1.88,8.43,978,1219,1661,1103,485,CAR
7.81,2.24,6.67,1151,1303,109,0,1383,-6.98,-0.78,8.43,969,1204,1666,1095,483,CAR
8.08,2.51,6.12,1154,1281,108,0,1391,-7.06,-0.24,8.32,977,1182,1648,1087,483,CAR
8.55,2.63,5.37,1167,1280,102,0,1385,-5.3,0.24,8.16,976,1190,1642,1091,481,CAR
9.34,2.24,4.82,1152,1278,101,0,1387,-6.51,0.24,8.63,966,1155,1629,1084,481,CAR
9.06,1.61,3.14,1174,1277,107,0,1403,-6.32,1.57,8.51,975,1126,1616,1068,479,CAR
9.1,1.8,3.8,1162,1299,109,0,1382,-6.16,1.29,8.98,975,1104,1625,1050,474,CAR
10.36,2.16,3.53,1175,1279,106,0,1395,-4.59,1.69,8.9,985,1094,1623,1072,475,CAR
10.98,2.55,4.39,1162,1296,99,0,1395,-3.61,1.92,8.39,997,1099,1616,1067,482,CAR
10.83,2.67,4.24,1169,1286,107,0,1385,-4.55,2.39,7.57,997,1101,1614,1063,481,CAR
9.92,3.02,5.02,1157,1287,106,0,1392,-4.98,2.16,7.41,987,1110,1622,1067,481,CAR
9.34,3.73,4.75,1168,1291,107,0,1385,-7.57,1.53,6.28,1007,1103,1617,1067,484,CAR
9.18,4.2,5.02,1136,1280,101,0,1377,-8.9,2.2,4.98,1002,1105,1623,1077,485,CAR
7.61,4.2,5.57,1150,1295,103,0,1374,-9.34,1.41,3.61,1002,1117,1619,1063,483,CAR
5.84,4.43,5.41,1151,1279,100,0,1403,-10.43,1.14,2.79,1002,1123,1625,1067,481,CAR
4.59,4.35,5.26,1166,1300,109,0,1385,-10.87,1.22,2.63,1004,1110,1614,1065,480,CAR
4.04,4.35,4.63,1159,1280,101,0,1383,-11.49,0.82,3.06,1002,1120,1615,1072,480,CAR
5.96,4.59,4.71,1177,1274,109,0,1374,-11.57,0.98,3.33,999,1114,1622,1076,481,CAR
7.73,3.65,3.96,1155,1305,102,0,1391,-10.87,1.61,3.77,993,1114,1617,1077,480,CAR
9.06,4.12,3.18,1153,1293,111,0,1386,-9.38,2,4.67,986,1118,1639,1072,481,CAR
10.59,3.49,3.18,1152,1283,102,0,1391,-8.16,2.24,5.37,999,1111,1625,1076,486,CAR
11.69,3.22,2.55,1161,1302,106,0,1386,-6.86,1.84,6.79,997,1107,1627,1074,483,CAR
11.89,2.71,2.79,1142,1285,106,0,1373,-5.1,2.43,7.41,1004,1114,1620,1069,480,CAR
11.34,2.71,2.86,1152,1282,108,0,1374,-4.2,2.59,6.9,999,1109,1619,1074,483,CAR
11.41,3.53,3.1,1152,1276,107,0,1390,-5.84,2.51,5.92,991,1117,1619,1072,479,CAR
10.16,4,4.12,1168,1298,109,0,1381,-7.96,2.16,5.18,995,1108,1622,1072,479,CAR
8.71,3.8,5.02,1170,1277,109,0,1376,-7.34,1.33,4.9,995,1120,1623,1081,479,CAR
6.71,4.67,5.22,1154,1294,112,0,1376,-10.67,0.98,2.59,997,1109,1626,1072,481,CAR
4.9,4.75,5.3,1168,1298,112,0,1377,-10.94,1.02,1.84,997,1107,1635,1071,483,CAR
3.84,5.06,5.26,1152,1280,106,0,1378,-11.45,0.78,1.84,994,1107,1618,1087,485,CAR
4.12,5.18,4.75,1179,1269,105,0,1381,-11.61,0.51,2.51,1008,1122,1622,1081,486,CAR
5.57,5.1,5.33,1170,1278,110,0,1366,-11.1,0.67,2.55,989,1117,1617,1073,483,CAR
7.61,4.63,4.28,1159,1282,106,0,1394,-10.87,1.06,3.22,1005,1112,1621,1072,481,CAR
8.79,4.28,2.82,1156,1279,106,0,1397,-10.04,1.77,3.77,999,1116,1636,1077,481,CAR
9.61,3.8,1.45,1154,1295,108,0,1375,-9.49,2.2,4.55,1001,1114,1635,1072,480,CAR
10.51,2.98,0.9,1166,1306,106,0,1379,-7.65,2,5.53,998,1106,1635,1071,480,CAR
11.49,2.59,0.43,1178,1277,106,0,1403,-6,2.47,6.51,1008,1105,1627,1066,478,CAR
11.89,2.71,1.1,1155,1284,103,0,1381,-5.06,2.59,7.06,1005,1109,1622,1072,478,CAR
10.83,3.41,0.78,1157,1305,107,0,1376,-5.37,2.59,7.22,992,1104,1618,1073,483,CAR
10.24,3.1,0.75,1153,1291,111,0,1385,-6.04,2.47,6.2,998,1111,1626,1072,485,CAR
9.81,3.53,1.57,1152,1277,102,0,1402,-7.77,2.82,5.49,991,1110,1625,1078,485,CAR
8.63,3.84,2.59,1152,1300,99,0,1382,-8.24,2,5.45,1013,1120,1617,1072,485,CAR
7.1,4.31,3.45,1168,1281,103,0,1389,-9.41,2.2,4.35,997,1126,1625,1076,481,CAR
6.32,4.75,4.24,1164,1280,108,0,1393,-10.9,1.65,3.84,995,1121,1629,1083,477,CAR
6,4.71,4.47,1161,1286,105,0,1389,-10.87,1.33,4.39,994,1125,1631,1075,479,CAR
6.75,4.75,4.63,1163,1298,109,0,1379,-10.04,0.98,4.08,1005,1127,1631,1084,475,CAR
7.41,4.71,4.86,1168,1269,111,0,1401,-9.34,0.98,3.65,993,1135,1631,1066,477,CAR
8.04,4.35,4.94,1168,1275,97,0,1399,-8.98,0.78,3.69,1005,1124,1623,1066,477,CAR
7.41,4.63,5.1,1183,1271,111,0,1402,-8.83,1.14,4.51,962,1127,1634,1074,478,CAR
6.98,4.75,5.57,1158,1285,117,0,1378,-8.04,0.98,5.02,963,1146,1623,1079,482,CAR
6.51,4.43,6.08,1169,1276,113,0,1386,-7.61,1.14,6.04,986,1174,1638,1088,486,CAR
6.79,5.06,6.51,1149,1278,115,0,1386,-7.06,1.22,6.9,985,1183,1638,1089,483,CAR
6.32,3.88,7.49,1174,1281,126,0,1376,-7.02,0.9,7.73,977,1210,1655,1082,481,CAR
5.88,3.96,8,1143,1270,117,0,1367,-7.06,0.75,8.32,992,1219,1648,1093,480,CAR
5.18,2.28,9.1,1156,1293,126,0,1377,-6.79,0,8.55,987,1237,1664,1079,480,CAR
5.61,1.45,9.53,1171,1267,120,0,1389,-6.24,-0.35,8.75,991,1264,1664,1098,481,CAR
4.55,0.78,10.59,1182,1299,119,0,1382,-6.04,-1.18,9.49,994,1278,1661,1104,481,CAR
5.57,-0.2,10.59,1152,1281,124,0,1381,-6.39,-1.84,9.85,989,1270,1659,1104,479,CAR
4.9,-1.33,10.32,1167,1285,128,0,1375,-6.04,-2.63,9.73,999,1271,1665,1094,480,CAR
4.55,-2.16,9.96,1169,1290,129,0,1378,-5.49,-2.98,9.34,992,1290,1651,1105,480,CAR
3.3,-2.51,10.24,1157,1295,126,0,1373,-5.3,-3.57,9.49,991,1286,1659,1095,483,CAR
3.88,-2.75,10,1164,1291,133,0,1382,-4.82,-3.61,9.61,995,1289,1662,1092,481,CAR
4.2,-3.02,10.79,1154,1283,121,0,1380,-4.47,-3.77,9.3,1005,1306,1679,1094,479,CAR
3.41,-3.06,9.49,1165,1283,123,0,1395,-4.43,-4.28,9.61,993,1301,1664,1104,480,CAR
3.02,-3.49,10.32,1153,1281,128,0,1374,-4.98,-4.28,9.06,1008,1302,1674,1097,479,CAR
2.75,-3.92,9.96,1152,1270,124,0,1404,-4.24,-4.71,8.87,988,1305,1665,1104,477,CAR
2.43,-3.88,10.04,1167,1275,124,0,1379,-3.92,-5.18,8.87,991,1301,1665,1103,479,CAR
2.51,-4.04,10,1168,1295,127,0,1377,-3.77,-5.02,8.94,998,1302,1664,1107,477,CAR
2.71,-4,9.92,1152,1296,125,0,1392,-4.16,-4.98,8.87,1008,1303,1682,1103,481,CAR
2.51,-3.92,10.04,1168,1286,128,0,1376,-3.96,-4.98,8.98,991,1301,1666,1117,480,CAR
2.63,-3.96,10,1152,1280,125,0,1380,-4.04,-5.02,8.94,1009,1311,1669,1105,482,CAR
2.79,-3.73,10.24,1163,1306,133,0,1381,-4.51,-4.98,9.1,982,1299,1682,1111,482,CAR
3.77,-4.28,9.89,1150,1289,124,0,1374,-4.75,-4.9,9.1,991,1300,1686,1093,478,CAR
6.16,-2.08,10.04,1147,1278,120,0,1391,-5.1,-5.02,9.89,997,1290,1674,1109,477,CAR
9.3,-1.88,9.26,1143,1281,122,0,1381,-6.2,-4.31,10.83,998,1264,1658,1104,475,CAR
7.69,-0.71,7.81,1156,1273,119,0,1395,-5.96,-3.77,11.14,1003,1238,1657,1101,477,CAR
8.51,-0.16,6,1154,1289,123,0,1392,-7.26,-3.73,10.2,996,1215,1671,1097,475,CAR
9.49,-0.16,4.08,1158,1280,110,0,1380,-6.16,-2.08,9.14,993,1181,1651,1089,477,CAR
9.06,-0.75,2.82,1157,1278,109,0,1392,-5.14,-1.53,8.43,983,1152,1631,1078,478,CAR
9.73,-0.67,2.35,1181,1279,106,0,1397,-3.65,0,8,991,1133,1622,1075,471,CAR
10.24,-0.9,2,1152,1296,95,0,1386,-2.86,0.75,8.51,1002,1107,1604,1067,478,CAR
10.51,-0.35,2.12,1152,1277,99,0,1374,-2.94,0.9,9.06,1003,1121,1599,1064,468,CAR
10.98,0.04,2.39,1152,1278,95,0,1394,-2.59,1.29,9.18,1006,1132,1616,1071,469,CAR
10.75,0.55,2.55,1171,1314,101,0,1377,-2.86,1.61,9.14,1008,1114,1608,1063,467,CAR
11.3,1.26,2.98,1154,1291,102,0,1389,-4.59,1.22,9.57,993,1133,1615,1068,464,CAR
11.26,1.77,3.88,1155,1297,103,0,1399,-6.24,1.49,8.47,1008,1130,1611,1065,465,CAR
10.71,2.63,4.79,1157,1277,97,0,1401,-6.94,1.22,7.1,1005,1127,1607,1071,471,CAR
8.9,2.75,5.02,1166,1276,99,0,1375,-8.47,1.8,5.37,993,1143,1609,1072,469,CAR
6.86,3.06,4.35,1165,1297,107,0,1391,-9.3,1.18,4.12,993,1130,1619,1071,471,CAR
3.8,3.57,6.79,1152,1277,98,0,1395,-9.02,1.73,2.98,991,1122,1606,1067,474,CAR
2.86,4.51,7.37,1170,1279,101,0,1404,-11.22,0.94,3.73,990,1136,1615,1069,473,CAR
1.37,4.47,7.65,1168,1294,106,0,1379,-11.14,0.59,3.18,1001,1139,1610,1072,470,CAR
2.63,4.2,5.84,1199,1278,102,0,1373,-11.45,0.35,3.14,1002,1137,1613,1077,468,CAR
4.43,4.71,6.55,1167,1295,99,0,1392,-11.45,0.59,3.37,995,1131,1617,1072,470,CAR
6.94,4.63,6.12,1172,1280,105,0,1374,-11.02,1.1,3.45,998,1143,1625,1071,466,CAR
8.9,3.69,3.61,1168,1293,102,0,1383,-10.47,0.94,4.31,992,1134,1617,1066,467,CAR
10.51,2.86,2.51,1174,1277,106,0,1398,-8.63,1.49,5.22,1008,1136,1626,1072,471,CAR
11.14,2.08,1.77,1178,1281,99,0,1392,-7.53,2.12,6.28,995,1125,1614,1075,474,CAR
10.98,2.47,0.55,1160,1286,106,0,1380,-5.96,2,7.3,995,1125,1603,1072,473,CAR
12.32,2.55,1.06,1152,1291,107,0,1377,-4.55,1.92,7.57,989,1133,1619,1077,480,CAR
12.43,2.43,1.37,1156,1294,101,0,1396,-3.96,2.04,7.41,993,1151,1630,1063,479,CAR
10.36,2.63,1.96,1157,1278,100,0,1375,-5.02,2.04,7.06,999,1129,1621,1073,470,CAR
11.34,3.1,2.28,1152,1369,103,0,1377,-7.53,2.12,5.73,995,1135,1609,1071,469,CAR
10.51,3.33,2.9,1135,1280,105,0,1373,-9.26,2.04,4.71,990,1143,1616,1074,467,CAR
7.61,3.92,4.35,1166,1297,110,0,1375,-9.89,2.04,3.45,1008,1136,1616,1069,467,CAR
5.88,4.39,5.06,1148,1282,106,0,1375,-11.34,1.53,2.94,990,1134,1603,1072,470,CAR
4.67,4.24,5.69,1159,1286,96,0,1373,-10.59,1.33,2.9,999,1138,1619,1077,470,CAR
4.9,4.59,5.41,1169,1265,105,0,1387,-11.65,1.1,3.06,992,1139,1614,1077,472,CAR
5.84,4.75,5.33,1168,1274,103,0,1391,-11.34,1.02,2.82,1002,1137,1621,1070,473,CAR
7.14,4.59,4.86,1164,1295,103,0,1392,-11.38,1.26,3.26,1005,1133,1619,1071,472,CAR
8.32,4.71,4.12,1169,1275,105,0,1382,-10.59,1.57,3.73,993,1136,1615,1073,474,CAR
9.61,4.39,3.96,1152,1276,103,0,1373,-9.1,1.61,4.59,999,1147,1616,1077,468,CAR
10.04,3.77,3.06,1168,1296,102,0,1374,-7.14,1.96,5.92,1008,1135,1610,1072,468,CAR
10.87,3.84,2.9,1164,1280,99,0,1383,-5.92,2.39,6.55,1001,1136,1618,1082,469,CAR
10.94,3.41,2.98,1147,1281,107,0,1406,-5.3,2.31,6.86,1008,1150,1615,1072,468,CAR
9.26,2.9,2.39,1156,1300,112,0,1381,-5.96,2.43,7.14,1001,1148,1612,1072,471,CAR
8.79,3.06,2.08,1163,1291,111,0,1381,-6.28,2.67,7.26,975,1136,1618,1087,469,CAR
8.51,3.49,2.67,1230,1279,110,0,1401,-6.51,2.39,7.57,960,1135,1607,1083,473,CAR
8.2,4.2,3.45,1159,1295,109,0,1378,-6.12,1.65,8.12,963,1153,1616,1085,477,CAR
